Survived,Name,Age,SibSp,Parch,Fare
TRUE,"Beckwith, Mr. Richard Leonard",37,1,1,52.5542
FALSE,"Carter, Rev. Ernest Courtenay",54,1,0,26
FALSE,"Reed, Mr. James George",,0,0,7.25
FALSE,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29,1,1,10.4625
FALSE,"Stead, Mr. William Thomas",62,0,0,26.55
FALSE,"Lobb, Mr. William Arthur",30,1,0,16.1
FALSE,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41,0,2,20.2125
TRUE,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29,0,2,15.2458
TRUE,"Thorne, Mrs. Gertrude Maybelle",,0,0,79.2
TRUE,"Cherry, Miss. Gladys",30,0,0,86.5
TRUE,"Ward, Miss. Anna",35,0,0,512.3292
TRUE,"Parrish, Mrs. (Lutie Davis)",50,0,1,26
FALSE,"Smith, Mr. Thomas",,0,0,7.75
TRUE,"Asplund, Master. Edvin Rojj Felix",3,4,2,31.3875
FALSE,"Taussig, Mr. Emil",52,1,1,79.65
FALSE,"Harrison, Mr. William",40,0,0,0
FALSE,"Henry, Miss. Delia",,0,0,7.75
FALSE,"Reeves, Mr. David",36,0,0,10.5
FALSE,"Panula, Mr. Ernesti Arvid",16,4,1,39.6875
TRUE,"Persson, Mr. Ernst Ulrik",25,1,0,7.775
TRUE,"Graham, Mrs. William Thompson (Edith Junkins)",58,0,1,153.4625
TRUE,"Bissette, Miss. Amelia",35,0,0,135.6333
FALSE,"Cairns, Mr. Alexander",,0,0,31
TRUE,"Tornquist, Mr. William Henry",25,0,0,0
TRUE,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41,0,1,19.5
FALSE,"Natsch, Mr. Charles H",37,0,1,29.7
TRUE,"Healy, Miss. Hanora ""Nora""",,0,0,7.75
TRUE,"Andrews, Miss. Kornelia Theodosia",63,1,0,77.9583
FALSE,"Lindblom, Miss. Augusta Charlotta",45,0,0,7.75
FALSE,"Parkes, Mr. Francis ""Frank""",,0,0,0
FALSE,"Rice, Master. Eric",7,4,1,29.125
TRUE,"Abbott, Mrs. Stanton (Rosa Hunt)",35,1,1,20.25
FALSE,"Duane, Mr. Frank",65,0,0,7.75
FALSE,"Olsson, Mr. Nils Johan Goransson",28,0,0,7.8542
FALSE,"de Pelsmaeker, Mr. Alfons",16,0,0,9.5
TRUE,"Dorking, Mr. Edward Arthur",19,0,0,8.05
FALSE,"Smith, Mr. Richard William",,0,0,26
FALSE,"Stankovic, Mr. Ivan",33,0,0,8.6625
TRUE,"de Mulder, Mr. Theodore",30,0,0,9.5
FALSE,"Naidenoff, Mr. Penko",22,0,0,7.8958
TRUE,"Hosono, Mr. Masabumi",42,0,0,13
TRUE,"Connolly, Miss. Kate",22,0,0,7.75
TRUE,"Barber, Miss. Ellen ""Nellie""",26,0,0,78.85
TRUE,"Bishop, Mrs. Dickinson H (Helen Walton)",19,1,0,91.0792
FALSE,"Levy, Mr. Rene Jacques",36,0,0,12.875
FALSE,"Haas, Miss. Aloisia",24,0,0,8.85
FALSE,"Mineff, Mr. Ivan",24,0,0,7.8958
FALSE,"Lewy, Mr. Ervin G",,0,0,27.7208
FALSE,"Hanna, Mr. Mansour",23.5,0,0,7.2292
FALSE,"Allison, Miss. Helen Loraine",2,1,2,151.55
TRUE,"Saalfeld, Mr. Adolphe",,0,0,30.5
TRUE,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50,0,1,247.5208
TRUE,"Kelly, Miss. Anna Katherine ""Annie Kate""",,0,0,7.75
TRUE,"McCoy, Mr. Bernard",,2,0,23.25
FALSE,"Johnson, Mr. William Cahoone Jr",19,0,0,0
TRUE,"Keane, Miss. Nora A",,0,0,12.35
FALSE,"Williams, Mr. Howard Hugh ""Harry""",,0,0,8.05
TRUE,"Allison, Master. Hudson Trevor",0.92,1,2,151.55
TRUE,"Fleming, Miss. Margaret",,0,0,110.8833
TRUE,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17,1,0,108.9
FALSE,"Abelson, Mr. Samuel",30,1,0,24
TRUE,"Francatelli, Miss. Laura Mabel",30,0,0,56.9292
TRUE,"Hays, Miss. Margaret Bechstein",24,0,0,83.1583
TRUE,"Ryerson, Miss. Emily Borie",18,2,2,262.375
FALSE,"Lahtinen, Mrs. William (Anna Sylfven)",26,1,1,26
FALSE,"Hendekovic, Mr. Ignjac",28,0,0,7.8958
FALSE,"Hart, Mr. Benjamin",43,1,1,26.25
TRUE,"Nilsson, Miss. Helmina Josefina",26,0,0,7.8542
TRUE,"Kantor, Mrs. Sinai (Miriam Sternin)",24,1,0,26
FALSE,"Moraweck, Dr. Ernest",54,0,0,14
TRUE,"Wick, Miss. Mary Natalie",31,0,2,164.8667
TRUE,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40,1,1,134.5
FALSE,"Dennis, Mr. Samuel",22,0,0,7.25
FALSE,"Danoff, Mr. Yoto",27,0,0,7.8958
TRUE,"Slayter, Miss. Hilda Mary",30,0,0,12.35
TRUE,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22,1,1,29
FALSE,"Sage, Mr. George John Jr",,8,2,69.55
TRUE,"Young, Miss. Marie Grice",36,0,0,135.6333
FALSE,"Nysveen, Mr. Johan Hansen",61,0,0,6.2375
TRUE,"Ball, Mrs. (Ada E Hall)",36,0,0,13
TRUE,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31,1,1,20.525
TRUE,"Hippach, Miss. Jean Gertrude",16,0,1,57.9792
TRUE,"McCoy, Miss. Agnes",,2,0,23.25
FALSE,"Partner, Mr. Austen",45.5,0,0,28.5
FALSE,"Graham, Mr. George Edward",38,0,1,153.4625
FALSE,"Vander Planke, Mr. Leo Edmondus",16,2,0,18
TRUE,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",,1,0,133.65
FALSE,"Denkoff, Mr. Mitto",,0,0,7.8958
FALSE,"Pears, Mr. Thomas Clinton",29,1,0,66.6
TRUE,"Burns, Miss. Elizabeth Margaret",41,0,0,134.5
TRUE,"Dahl, Mr. Karl Edwart",45,0,0,8.05
FALSE,"Blackwell, Mr. Stephen Weart",45,0,0,35.5
TRUE,"Navratil, Master. Edmond Roger",2,1,1,26
TRUE,"Fortune, Miss. Alice Elizabeth",24,3,2,263
FALSE,"Collander, Mr. Erik Gustaf",28,0,0,13
FALSE,"Sedgwick, Mr. Charles Frederick Waddington",25,0,0,13
FALSE,"Fox, Mr. Stanley Hubert",36,0,0,13
TRUE,"Brown, Miss. Amelia ""Mildred""",24,0,0,13
TRUE,"Smith, Miss. Marion Elsie",40,0,0,13
TRUE,"Davison, Mrs. Thomas Henry (Mary E Finck)",,1,0,16.1
TRUE,"Coutts, Master. William Loch ""William""",3,1,1,15.9
FALSE,"Dimic, Mr. Jovan",42,0,0,8.6625
FALSE,"Odahl, Mr. Nils Martin",23,0,0,9.225
FALSE,"Williams-Lambert, Mr. Fletcher Fellows",,0,0,35
FALSE,"Elias, Mr. Tannous",15,1,1,7.2292
FALSE,"Arnold-Franchi, Mr. Josef",25,1,0,17.8
FALSE,"Yousif, Mr. Wazli",,0,0,7.225
FALSE,"Vanden Steen, Mr. Leo Peter",28,0,0,9.5
TRUE,"Bowerman, Miss. Elsie Edith",22,0,1,55
FALSE,"Funk, Miss. Annie Clemmer",38,0,0,13
TRUE,"McGovern, Miss. Mary",,0,0,7.8792
TRUE,"Mockler, Miss. Helen Mary ""Ellie""",,0,0,7.8792
FALSE,"Skoog, Mr. Wilhelm",40,1,4,27.9
FALSE,"del Carlo, Mr. Sebastiano",29,1,0,27.7208
FALSE,"Barbara, Mrs. (Catherine David)",45,0,1,14.4542
FALSE,"Asim, Mr. Adola",35,0,0,7.05
FALSE,"O'Brien, Mr. Thomas",,1,0,15.5
FALSE,"Adahl, Mr. Mauritz Nils Martin",30,0,0,7.25
TRUE,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60,1,0,75.25
TRUE,"Moussa, Mrs. (Mantoura Boulos)",,0,0,7.2292
TRUE,"Jermyn, Miss. Annie",,0,0,7.75
TRUE,"Aubart, Mme. Leontine Pauline",24,0,0,69.3
TRUE,"Harder, Mr. George Achilles",25,1,0,55.4417
FALSE,"Wiklund, Mr. Jakob Alfred",18,1,0,6.4958
FALSE,"Beavan, Mr. William Thomas",19,0,0,8.05
FALSE,"Ringhini, Mr. Sante",22,0,0,135.6333
FALSE,"Palsson, Miss. Stina Viola",3,3,1,21.075
TRUE,"Meyer, Mrs. Edgar Joseph (Leila Saks)",,1,0,82.1708
TRUE,"Landergren, Miss. Aurora Adelia",22,0,0,7.25
FALSE,"Widener, Mr. Harry Elkins",27,0,2,211.5
FALSE,"Betros, Mr. Tannous",20,0,0,4.0125
FALSE,"Gustafsson, Mr. Karl Gideon",19,0,0,7.775
TRUE,"Bidois, Miss. Rosalie",42,0,0,227.525
TRUE,"Nakid, Miss. Maria (""Mary"")",1,0,2,15.7417
FALSE,"Tikkanen, Mr. Juho",32,0,0,7.925
TRUE,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35,1,0,52
FALSE,"Plotcharsky, Mr. Vasil",,0,0,7.8958
FALSE,"Davies, Mr. Charles Henry",18,0,0,73.5
FALSE,"Goodwin, Master. Sidney Leonard",1,5,2,46.9
TRUE,"Buss, Miss. Kate",36,0,0,13
FALSE,"Sadlier, Mr. Matthew",,0,0,7.7292
TRUE,"Lehmann, Miss. Bertha",17,0,0,12
TRUE,"Carter, Mr. William Ernest",36,1,2,120
TRUE,"Jansson, Mr. Carl Olof",21,0,0,7.7958
FALSE,"Gustafsson, Mr. Johan Birger",28,2,0,7.925
TRUE,"Newell, Miss. Marjorie",23,1,0,113.275
TRUE,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24,0,2,16.7
FALSE,"Johansson, Mr. Erik",22,0,0,7.7958
FALSE,"Olsson, Miss. Elina",31,0,0,7.8542
FALSE,"McKane, Mr. Peter David",46,0,0,26
FALSE,"Pain, Dr. Alfred",23,0,0,10.5
TRUE,"Trout, Mrs. William H (Jessie L)",28,0,0,12.65
TRUE,"Niskanen, Mr. Juha",39,0,0,7.925
FALSE,"Adams, Mr. John",26,0,0,8.05
FALSE,"Jussila, Miss. Mari Aina",21,1,0,9.825
FALSE,"Hakkarainen, Mr. Pekka Pietari",28,1,0,15.85
FALSE,"Oreskovic, Miss. Marija",20,0,0,8.6625
FALSE,"Gale, Mr. Shadrach",34,1,0,21
FALSE,"Widegren, Mr. Carl/Charles Peter",51,0,0,7.75
TRUE,"Richards, Master. William Rowe",3,1,1,18.75
FALSE,"Birkeland, Mr. Hans Martin Monsen",21,0,0,7.775
FALSE,"Lefebre, Miss. Ida",,3,1,25.4667
FALSE,"Sdycoff, Mr. Todor",,0,0,7.8958
FALSE,"Hart, Mr. Henry",,0,0,6.8583
TRUE,"Minahan, Miss. Daisy E",33,1,0,90
FALSE,"Cunningham, Mr. Alfred Fleming",,0,0,0
TRUE,"Sundman, Mr. Johan Julian",44,0,0,7.925
