Survived,Name,Age,SibSp,Parch,Fare
0,"Vander Planke, Miss. Augusta Maria",18,2,0,18
1,"Nicola-Yarred, Miss. Jamila",14,1,0,11.2417
0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",40,1,0,9.475
0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",27,1,0,21
0,"Kraeff, Mr. Theodor",,0,0,7.8958
1,"Laroche, Miss. Simonne Marie Anne Andree",3,1,2,41.5792
1,"Devaney, Miss. Margaret Delia",19,0,0,7.8792
0,"Rogers, Mr. William John",,0,0,8.05
0,"Lennon, Mr. Denis",,1,0,15.5
1,"O'Driscoll, Miss. Bridget",,0,0,7.75
0,"Samaan, Mr. Youssef",,2,0,21.6792
0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",18,1,0,17.8
0,"Panula, Master. Juha Niilo",7,4,1,39.6875
0,"Nosworthy, Mr. Richard Cater",21,0,0,7.8
1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",49,1,0,76.7292
1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",29,1,0,26
0,"Ostby, Mr. Engelhart Cornelius",65,0,1,61.9792
1,"Woolner, Mr. Hugh",,0,0,35.5
1,"Rugg, Miss. Emily",21,0,0,10.5
0,"Novel, Mr. Mansouer",28.5,0,0,7.2292
1,"West, Miss. Constance Mirium",5,1,2,27.75
0,"Goodwin, Master. William Frederick",11,5,2,46.9
0,"Sirayanian, Mr. Orsen",22,0,0,7.2292
1,"Icard, Miss. Amelie",38,0,0,80
0,"Harris, Mr. Henry Birkhardt",45,1,0,83.475
0,"Skoog, Master. Harald",4,3,2,27.9
0,"Stewart, Mr. Albert A",,0,0,27.7208
1,"Moubarek, Master. Gerios",,1,1,15.2458
1,"Nye, Mrs. (Elizabeth Ramell)",29,0,0,10.5
0,"Crease, Mr. Ernest James",19,0,0,8.1583
1,"Andersson, Miss. Erna Alexandra",17,4,2,7.925
0,"Kink, Mr. Vincenz",26,2,0,8.6625
0,"Jenkin, Mr. Stephen Curnow",32,0,0,10.5
0,"Goodwin, Miss. Lillian Amy",16,5,2,46.9
0,"Hood, Mr. Ambrose Jr",21,0,0,73.5
0,"Chronopoulos, Mr. Apostolos",26,1,0,14.4542
1,"Bing, Mr. Lee",32,0,0,56.4958
0,"Moen, Mr. Sigurd Hansen",25,0,0,7.65
0,"Staneff, Mr. Ivan",,0,0,7.8958
0,"Moutal, Mr. Rahamin Haim",,0,0,8.05
1,"Caldwell, Master. Alden Gates",0.83,0,2,29
1,"Dowdell, Miss. Elizabeth",30,0,0,12.475
0,"Waelens, Mr. Achille",22,0,0,9
1,"Sheerlinck, Mr. Jan Baptist",29,0,0,9.5
1,"McDermott, Miss. Brigdet Delia",,0,0,7.7875
0,"Carrau, Mr. Francisco M",28,0,0,47.1
1,"Ilett, Miss. Bertha",17,0,0,10.5
1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",33,3,0,15.85
0,"Ford, Mr. William Neal",16,1,3,34.375
0,"Slocovski, Mr. Selman Francis",,0,0,8.05
1,"Fortune, Miss. Mabel Helen",23,3,2,263
0,"Celotti, Mr. Francesco",24,0,0,8.05
0,"Christmann, Mr. Emil",29,0,0,8.05
0,"Andreasson, Mr. Paul Edvin",20,0,0,7.8542
0,"Chaffee, Mr. Herbert Fuller",46,1,0,61.175
0,"Dean, Mr. Bertram Frank",26,1,2,20.575
0,"Coxon, Mr. Daniel",59,0,0,7.25
0,"Shorney, Mr. Charles Joseph",,0,0,8.05
0,"Goldschmidt, Mr. George B",71,0,0,34.6542
1,"Greenfield, Mr. William Bertram",23,0,1,63.3583
1,"Doling, Mrs. John T (Ada Julia Bone)",34,0,1,23
0,"Kantor, Mr. Sinai",34,1,0,26
0,"Petranec, Miss. Matilda",28,0,0,7.8958
0,"Petroff, Mr. Pastcho (""Pentcho"")",,0,0,7.8958
0,"White, Mr. Richard Frasar",21,0,1,77.2875
0,"Johansson, Mr. Gustaf Joel",33,0,0,8.6542
0,"Gustafsson, Mr. Anders Vilhelm",37,2,0,7.925
0,"Mionoff, Mr. Stoytcho",28,0,0,7.8958
1,"Salkjelsvik, Miss. Anna Kristine",21,0,0,7.65
1,"Moss, Mr. Albert Johan",,0,0,7.775
0,"Rekic, Mr. Tido",38,0,0,7.8958
1,"Moran, Miss. Bertha",,1,0,24.15
0,"Porter, Mr. Walter Chamberlain",47,0,0,52
0,"Zabour, Miss. Hileni",14.5,1,0,14.4542
0,"Barton, Mr. David John",22,0,0,8.05
0,"Jussila, Miss. Katriina",20,1,0,9.825
0,"Attalah, Miss. Malake",17,0,0,14.4583
0,"Pekoniemi, Mr. Edvard",21,0,0,7.925
0,"Connors, Mr. Patrick",70.5,0,0,7.75
0,"Turpin, Mr. William John Robert",29,1,0,21
0,"Baxter, Mr. Quigg Edmond",24,0,1,247.5208
0,"Andersson, Miss. Ellis Anna Maria",2,4,2,31.275
0,"Hickman, Mr. Stanley George",21,2,0,73.5
0,"Moore, Mr. Leonard Charles",,0,0,8.05
0,"Nasser, Mr. Nicholas",32.5,1,0,30.0708
1,"Webber, Miss. Susan",32.5,0,0,13
0,"White, Mr. Percival Wayland",54,0,1,77.2875
1,"Nicola-Yarred, Master. Elias",12,1,0,11.2417
0,"McMahon, Mr. Martin",,0,0,7.75
1,"Madsen, Mr. Fridtjof Arne",24,0,0,7.1417
1,"Peter, Miss. Anna",,1,1,22.3583
0,"Ekstrom, Mr. Johan",45,0,0,6.975
0,"Drazenoic, Mr. Jozef",33,0,0,7.8958
0,"Coelho, Mr. Domingos Fernandeo",20,0,0,7.05
0,"Robins, Mrs. Alexander A (Grace Charity Laury)",47,1,0,14.5
1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",29,1,0,26
0,"Sobey, Mr. Samuel James Hayden",25,0,0,13
0,"Richard, Mr. Emile",23,0,0,15.0458
1,"Newsom, Miss. Helen Monypeny",19,0,2,26.2833
0,"Futrelle, Mr. Jacques Heath",37,1,0,53.1
0,"Osen, Mr. Olaf Elon",16,0,0,9.2167
0,"Giglio, Mr. Victor",24,0,0,79.2
0,"Boulos, Mrs. Joseph (Sultana)",,0,2,15.2458
1,"Nysten, Miss. Anna Sofia",22,0,0,7.75
1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",24,1,0,15.85
0,"Burke, Mr. Jeremiah",19,0,0,6.75
0,"Andrew, Mr. Edgardo Samuel",18,0,0,11.5
0,"Nicholls, Mr. Joseph Charles",19,1,1,36.75
1,"Andersson, Mr. August Edvard (""Wennerstrom"")",27,0,0,7.7958
0,"Ford, Miss. Robina Maggie ""Ruby""",9,2,2,34.375
0,"Navratil, Mr. Michel (""Louis M Hoffman"")",36.5,0,2,26
0,"Byles, Rev. Thomas Roussel Davids",42,0,0,13
0,"Bateman, Rev. Robert James",51,0,0,12.525
1,"Pears, Mrs. Thomas (Edith Wearne)",22,1,0,66.6
0,"Meo, Mr. Alfonzo",55.5,0,0,8.05
0,"van Billiard, Mr. Austin Blyler",40.5,0,2,14.5
0,"Olsen, Mr. Ole Martin",,0,0,7.3125
0,"Williams, Mr. Charles Duane",51,0,1,61.3792
1,"Gilnagh, Miss. Katherine ""Katie""",16,0,0,7.7333
0,"Corn, Mr. Harry",30,0,0,8.05
0,"Smiljanic, Mr. Mile",,0,0,8.6625
0,"Sage, Master. Thomas Henry",,8,2,69.55
0,"Cribb, Mr. John Hatfield",44,0,1,16.1
1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",40,0,0,15.75
0,"Bengtsson, Mr. John Viktor",26,0,0,7.775
0,"Calic, Mr. Jovo",17,0,0,8.6625
0,"Panula, Master. Eino Viljami",1,4,1,39.6875
1,"Goldsmith, Master. Frank John William ""Frankie""",9,0,2,20.525
1,"Chibnall, Mrs. (Edith Martha Bowerman)",,0,1,55
0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45,1,4,27.9
0,"Baumann, Mr. John D",,0,0,25.925
0,"Ling, Mr. Lee",28,0,0,56.4958
0,"Van der hoef, Mr. Wyckoff",61,0,0,33.5
0,"Rice, Master. Arthur",4,4,1,29.125
1,"Johnson, Miss. Eleanor Ileen",1,1,1,11.1333
0,"Sivola, Mr. Antti Wilhelm",21,0,0,7.925
0,"Smith, Mr. James Clinch",56,0,0,30.6958
0,"Klasen, Mr. Klas Albin",18,1,1,7.8542
0,"Lefebre, Master. Henry Forbes",,3,1,25.4667
0,"Isham, Miss. Ann Elizabeth",50,0,0,28.7125
0,"Hale, Mr. Reginald",30,0,0,13
0,"Leonard, Mr. Lionel",36,0,0,0
0,"Sage, Miss. Constance Gladys",,8,2,69.55
0,"Pernot, Mr. Rene",,0,0,15.05
0,"Asplund, Master. Clarence Gustaf Hugo",9,4,2,31.3875
1,"Becker, Master. Richard F",1,2,1,39
1,"Kink-Heilmann, Miss. Luise Gretchen",4,0,2,22.025
0,"Rood, Mr. Hugh Roscoe",,0,0,50
1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",,1,0,15.5
1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45,0,0,26.55
0,"Bourke, Mr. John",40,1,1,15.5
0,"Turcin, Mr. Stjepan",36,0,0,7.8958
1,"Pinsky, Mrs. (Rosa)",32,0,0,13
0,"Carbines, Mr. William",19,0,0,13
1,"Andersen-Jensen, Miss. Carla Christine Nielsine",19,1,0,7.8542
1,"Navratil, Master. Michel M",3,1,1,26
1,"Brown, Mrs. James Joseph (Margaret Tobin)",44,0,0,27.7208
1,"Lurette, Miss. Elise",58,0,0,146.5208
0,"Mernagh, Mr. Robert",,0,0,7.75
0,"Olsen, Mr. Karl Siegwart Andreas",42,0,1,8.4042
1,"Madigan, Miss. Margaret ""Maggie""",,0,0,7.75
0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24,0,0,13
0,"Vande Walle, Mr. Nestor Cyriel",28,0,0,9.5
0,"Sage, Mr. Frederick",,8,2,69.55
0,"Johanson, Mr. Jakob Alfred",34,0,0,6.4958
0,"Youseff, Mr. Gerious",45.5,0,0,7.225
1,"Cohen, Mr. Gurshon ""Gus""",18,0,0,8.05
0,"Strom, Miss. Telma Matilda",2,0,1,10.4625
0,"Backstrom, Mr. Karl Alfred",32,1,0,15.85
1,"Albimona, Mr. Nassef Cassem",26,0,0,18.7875
1,"Carr, Miss. Helen ""Ellen""",16,0,0,7.75
1,"Blank, Mr. Henry",40,0,0,31
0,"Ali, Mr. Ahmed",24,0,0,7.05
1,"Cameron, Miss. Clear Annie",35,0,0,21
0,"Perkin, Mr. John Henry",22,0,0,7.25
0,"Givard, Mr. Hans Kristensen",30,0,0,13
0,"Kiernan, Mr. Philip",,1,0,7.75
1,"Newell, Miss. Madeleine",31,1,0,113.275
1,"Honkanen, Miss. Eliina",27,0,0,7.925
0,"Jacobsohn, Mr. Sidney Samuel",42,1,0,27
1,"Bazzani, Miss. Albina",32,0,0,76.2917
0,"Harris, Mr. Walter",30,0,0,10.5
1,"Sunderland, Mr. Victor Francis",16,0,0,8.05
0,"Bracken, Mr. James H",27,0,0,13
0,"Green, Mr. George Henry",51,0,0,8.05
0,"Nenkoff, Mr. Christo",,0,0,7.8958
1,"Hoyt, Mr. Frederick Maxfield",38,1,0,90
0,"Berglund, Mr. Karl Ivar Sven",22,0,0,9.35
1,"Mellors, Mr. William John",19,0,0,10.5
0,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,7.25
0,"Fahlstrom, Mr. Arne Jonas",18,0,0,13
0,"Lefebre, Miss. Mathilde",,3,1,25.4667
1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35,1,0,83.475
0,"Larsson, Mr. Bengt Edvin",29,0,0,7.775
0,"Sjostedt, Mr. Ernst Adolf",59,0,0,13.5
1,"Asplund, Miss. Lillian Gertrud",5,4,2,31.3875
0,"Leyson, Mr. Robert William Norman",24,0,0,10.5
0,"Harknett, Miss. Alice Phoebe",,0,0,7.55
0,"Hold, Mr. Stephen",44,1,0,26
1,"Collyer, Miss. Marjorie ""Lottie""",8,0,2,26.25
0,"Pengelly, Mr. Frederick William",19,0,0,10.5
0,"Hunt, Mr. George Henry",33,0,0,12.275
0,"Zabour, Miss. Thamine",,1,0,14.4542
1,"Murphy, Miss. Katherine ""Kate""",,1,0,15.5
0,"Coleridge, Mr. Reginald Charles",29,0,0,10.5
0,"Maenpaa, Mr. Matti Alexanteri",22,0,0,7.125
0,"Attalah, Mr. Sleiman",30,0,0,7.225
0,"Minahan, Dr. William Edward",44,2,0,90
0,"Lindahl, Miss. Agda Thorilda Viktoria",25,0,0,7.775
1,"Hamalainen, Mrs. William (Anna)",24,0,2,14.5
1,"Beckwith, Mr. Richard Leonard",37,1,1,52.5542
0,"Carter, Rev. Ernest Courtenay",54,1,0,26
0,"Reed, Mr. James George",,0,0,7.25
0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29,1,1,10.4625
0,"Stead, Mr. William Thomas",62,0,0,26.55
0,"Lobb, Mr. William Arthur",30,1,0,16.1
0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41,0,2,20.2125
1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29,0,2,15.2458
1,"Thorne, Mrs. Gertrude Maybelle",,0,0,79.2
1,"Cherry, Miss. Gladys",30,0,0,86.5
1,"Ward, Miss. Anna",35,0,0,512.3292
1,"Parrish, Mrs. (Lutie Davis)",50,0,1,26
0,"Smith, Mr. Thomas",,0,0,7.75
1,"Asplund, Master. Edvin Rojj Felix",3,4,2,31.3875
0,"Taussig, Mr. Emil",52,1,1,79.65
0,"Harrison, Mr. William",40,0,0,0
0,"Henry, Miss. Delia",,0,0,7.75
0,"Reeves, Mr. David",36,0,0,10.5
0,"Panula, Mr. Ernesti Arvid",16,4,1,39.6875
1,"Persson, Mr. Ernst Ulrik",25,1,0,7.775
1,"Graham, Mrs. William Thompson (Edith Junkins)",58,0,1,153.4625
1,"Bissette, Miss. Amelia",35,0,0,135.6333
0,"Cairns, Mr. Alexander",,0,0,31
1,"Tornquist, Mr. William Henry",25,0,0,0
1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41,0,1,19.5
0,"Natsch, Mr. Charles H",37,0,1,29.7
1,"Healy, Miss. Hanora ""Nora""",,0,0,7.75
1,"Andrews, Miss. Kornelia Theodosia",63,1,0,77.9583
0,"Lindblom, Miss. Augusta Charlotta",45,0,0,7.75
0,"Parkes, Mr. Francis ""Frank""",,0,0,0
0,"Rice, Master. Eric",7,4,1,29.125
1,"Abbott, Mrs. Stanton (Rosa Hunt)",35,1,1,20.25
0,"Duane, Mr. Frank",65,0,0,7.75
0,"Olsson, Mr. Nils Johan Goransson",28,0,0,7.8542
0,"de Pelsmaeker, Mr. Alfons",16,0,0,9.5
1,"Dorking, Mr. Edward Arthur",19,0,0,8.05
0,"Smith, Mr. Richard William",,0,0,26
0,"Stankovic, Mr. Ivan",33,0,0,8.6625
1,"de Mulder, Mr. Theodore",30,0,0,9.5
0,"Naidenoff, Mr. Penko",22,0,0,7.8958
1,"Hosono, Mr. Masabumi",42,0,0,13
1,"Connolly, Miss. Kate",22,0,0,7.75
1,"Barber, Miss. Ellen ""Nellie""",26,0,0,78.85
1,"Bishop, Mrs. Dickinson H (Helen Walton)",19,1,0,91.0792
0,"Levy, Mr. Rene Jacques",36,0,0,12.875
0,"Haas, Miss. Aloisia",24,0,0,8.85
0,"Mineff, Mr. Ivan",24,0,0,7.8958
0,"Lewy, Mr. Ervin G",,0,0,27.7208
0,"Hanna, Mr. Mansour",23.5,0,0,7.2292
0,"Allison, Miss. Helen Loraine",2,1,2,151.55
1,"Saalfeld, Mr. Adolphe",,0,0,30.5
1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50,0,1,247.5208
1,"Kelly, Miss. Anna Katherine ""Annie Kate""",,0,0,7.75
1,"McCoy, Mr. Bernard",,2,0,23.25
0,"Johnson, Mr. William Cahoone Jr",19,0,0,0
1,"Keane, Miss. Nora A",,0,0,12.35
0,"Williams, Mr. Howard Hugh ""Harry""",,0,0,8.05
1,"Allison, Master. Hudson Trevor",0.92,1,2,151.55
1,"Fleming, Miss. Margaret",,0,0,110.8833
1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17,1,0,108.9
0,"Abelson, Mr. Samuel",30,1,0,24
1,"Francatelli, Miss. Laura Mabel",30,0,0,56.9292
1,"Hays, Miss. Margaret Bechstein",24,0,0,83.1583
1,"Ryerson, Miss. Emily Borie",18,2,2,262.375
0,"Lahtinen, Mrs. William (Anna Sylfven)",26,1,1,26
0,"Hendekovic, Mr. Ignjac",28,0,0,7.8958
0,"Hart, Mr. Benjamin",43,1,1,26.25
1,"Nilsson, Miss. Helmina Josefina",26,0,0,7.8542
1,"Kantor, Mrs. Sinai (Miriam Sternin)",24,1,0,26
0,"Moraweck, Dr. Ernest",54,0,0,14
1,"Wick, Miss. Mary Natalie",31,0,2,164.8667
1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40,1,1,134.5
0,"Dennis, Mr. Samuel",22,0,0,7.25
0,"Danoff, Mr. Yoto",27,0,0,7.8958
1,"Slayter, Miss. Hilda Mary",30,0,0,12.35
1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22,1,1,29
0,"Sage, Mr. George John Jr",,8,2,69.55
1,"Young, Miss. Marie Grice",36,0,0,135.6333
0,"Nysveen, Mr. Johan Hansen",61,0,0,6.2375
1,"Ball, Mrs. (Ada E Hall)",36,0,0,13
1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31,1,1,20.525
1,"Hippach, Miss. Jean Gertrude",16,0,1,57.9792
1,"McCoy, Miss. Agnes",,2,0,23.25
0,"Partner, Mr. Austen",45.5,0,0,28.5
0,"Graham, Mr. George Edward",38,0,1,153.4625
0,"Vander Planke, Mr. Leo Edmondus",16,2,0,18
1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",,1,0,133.65
0,"Denkoff, Mr. Mitto",,0,0,7.8958
0,"Pears, Mr. Thomas Clinton",29,1,0,66.6
1,"Burns, Miss. Elizabeth Margaret",41,0,0,134.5
1,"Dahl, Mr. Karl Edwart",45,0,0,8.05
0,"Blackwell, Mr. Stephen Weart",45,0,0,35.5
1,"Navratil, Master. Edmond Roger",2,1,1,26
1,"Fortune, Miss. Alice Elizabeth",24,3,2,263
0,"Collander, Mr. Erik Gustaf",28,0,0,13
0,"Sedgwick, Mr. Charles Frederick Waddington",25,0,0,13
0,"Fox, Mr. Stanley Hubert",36,0,0,13
1,"Brown, Miss. Amelia ""Mildred""",24,0,0,13
1,"Smith, Miss. Marion Elsie",40,0,0,13
1,"Davison, Mrs. Thomas Henry (Mary E Finck)",,1,0,16.1
1,"Coutts, Master. William Loch ""William""",3,1,1,15.9
0,"Dimic, Mr. Jovan",42,0,0,8.6625
0,"Odahl, Mr. Nils Martin",23,0,0,9.225
0,"Williams-Lambert, Mr. Fletcher Fellows",,0,0,35
0,"Elias, Mr. Tannous",15,1,1,7.2292
0,"Arnold-Franchi, Mr. Josef",25,1,0,17.8
0,"Yousif, Mr. Wazli",,0,0,7.225
0,"Vanden Steen, Mr. Leo Peter",28,0,0,9.5
1,"Bowerman, Miss. Elsie Edith",22,0,1,55
0,"Funk, Miss. Annie Clemmer",38,0,0,13
1,"McGovern, Miss. Mary",,0,0,7.8792
1,"Mockler, Miss. Helen Mary ""Ellie""",,0,0,7.8792
0,"Skoog, Mr. Wilhelm",40,1,4,27.9
0,"del Carlo, Mr. Sebastiano",29,1,0,27.7208
0,"Barbara, Mrs. (Catherine David)",45,0,1,14.4542
0,"Asim, Mr. Adola",35,0,0,7.05
0,"O'Brien, Mr. Thomas",,1,0,15.5
0,"Adahl, Mr. Mauritz Nils Martin",30,0,0,7.25
1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60,1,0,75.25
1,"Moussa, Mrs. (Mantoura Boulos)",,0,0,7.2292
1,"Jermyn, Miss. Annie",,0,0,7.75
1,"Aubart, Mme. Leontine Pauline",24,0,0,69.3
1,"Harder, Mr. George Achilles",25,1,0,55.4417
0,"Wiklund, Mr. Jakob Alfred",18,1,0,6.4958
0,"Beavan, Mr. William Thomas",19,0,0,8.05
0,"Ringhini, Mr. Sante",22,0,0,135.6333
0,"Palsson, Miss. Stina Viola",3,3,1,21.075
1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",,1,0,82.1708
1,"Landergren, Miss. Aurora Adelia",22,0,0,7.25
0,"Widener, Mr. Harry Elkins",27,0,2,211.5
0,"Betros, Mr. Tannous",20,0,0,4.0125
0,"Gustafsson, Mr. Karl Gideon",19,0,0,7.775
1,"Bidois, Miss. Rosalie",42,0,0,227.525
1,"Nakid, Miss. Maria (""Mary"")",1,0,2,15.7417
0,"Tikkanen, Mr. Juho",32,0,0,7.925
1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35,1,0,52
0,"Plotcharsky, Mr. Vasil",,0,0,7.8958
0,"Davies, Mr. Charles Henry",18,0,0,73.5
0,"Goodwin, Master. Sidney Leonard",1,5,2,46.9
1,"Buss, Miss. Kate",36,0,0,13
0,"Sadlier, Mr. Matthew",,0,0,7.7292
1,"Lehmann, Miss. Bertha",17,0,0,12
1,"Carter, Mr. William Ernest",36,1,2,120
1,"Jansson, Mr. Carl Olof",21,0,0,7.7958
0,"Gustafsson, Mr. Johan Birger",28,2,0,7.925
1,"Newell, Miss. Marjorie",23,1,0,113.275
1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24,0,2,16.7
0,"Johansson, Mr. Erik",22,0,0,7.7958
0,"Olsson, Miss. Elina",31,0,0,7.8542
0,"McKane, Mr. Peter David",46,0,0,26
0,"Pain, Dr. Alfred",23,0,0,10.5
1,"Trout, Mrs. William H (Jessie L)",28,0,0,12.65
1,"Niskanen, Mr. Juha",39,0,0,7.925
0,"Adams, Mr. John",26,0,0,8.05
0,"Jussila, Miss. Mari Aina",21,1,0,9.825
0,"Hakkarainen, Mr. Pekka Pietari",28,1,0,15.85
0,"Oreskovic, Miss. Marija",20,0,0,8.6625
0,"Gale, Mr. Shadrach",34,1,0,21
0,"Widegren, Mr. Carl/Charles Peter",51,0,0,7.75
1,"Richards, Master. William Rowe",3,1,1,18.75
0,"Birkeland, Mr. Hans Martin Monsen",21,0,0,7.775
0,"Lefebre, Miss. Ida",,3,1,25.4667
0,"Sdycoff, Mr. Todor",,0,0,7.8958
0,"Hart, Mr. Henry",,0,0,6.8583
1,"Minahan, Miss. Daisy E",33,1,0,90
0,"Cunningham, Mr. Alfred Fleming",,0,0,0
1,"Sundman, Mr. Johan Julian",44,0,0,7.925
0,"Meek, Mrs. Thomas (Annie Louise Rowley)",,0,0,8.05
1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34,1,1,32.5
1,"Silven, Miss. Lyyli Karoliina",18,0,2,13
0,"Matthews, Mr. William John",30,0,0,13
0,"Van Impe, Miss. Catharina",10,0,2,24.15
0,"Gheorgheff, Mr. Stanio",,0,0,7.8958
0,"Charters, Mr. David",21,0,0,7.7333
0,"Zimmerman, Mr. Leo",29,0,0,7.875
0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28,1,1,14.4
0,"Rosblom, Mr. Viktor Richard",18,1,1,20.2125
0,"Wiseman, Mr. Phillippe",,0,0,7.25
1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28,1,0,26
1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19,0,0,26
0,"Flynn, Mr. James",,0,0,7.75
1,"Pickard, Mr. Berk (Berk Trembisky)",32,0,0,8.05
1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28,0,0,26.55
1,"Thorneycroft, Mrs. Percival (Florence Kate White)",,1,0,16.1
1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42,1,0,26
0,"Kallio, Mr. Nikolai Erland",17,0,0,7.125
0,"Silvey, Mr. William Baird",50,1,0,55.9
1,"Carter, Miss. Lucile Polk",14,1,2,120
0,"Ford, Miss. Doolina Margaret ""Daisy""",21,2,2,34.375
1,"Richards, Mrs. Sidney (Emily Hocking)",24,2,3,18.75
0,"Fortune, Mr. Mark",64,1,4,263
0,"Kvillner, Mr. Johan Henrik Johannesson",31,0,0,10.5
1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45,1,1,26.25
0,"Hampe, Mr. Leon",20,0,0,9.5
0,"Petterson, Mr. Johan Emil",25,1,0,7.775
1,"Reynaldo, Ms. Encarnacion",28,0,0,13
1,"Johannesen-Bratthammer, Mr. Bernt",,0,0,8.1125
1,"Dodge, Master. Washington",4,0,2,81.8583
1,"Mellinger, Miss. Madeleine Violet",13,0,1,19.5
1,"Seward, Mr. Frederic Kimber",34,0,0,26.55
1,"Baclini, Miss. Marie Catherine",5,2,1,19.2583
1,"Peuchen, Major. Arthur Godfrey",52,0,0,30.5
0,"West, Mr. Edwy Arthur",36,1,2,27.75
0,"Hagland, Mr. Ingvald Olai Olsen",,1,0,19.9667
0,"Foreman, Mr. Benjamin Laventall",30,0,0,27.75
